marka,seri,model,yıl,km,vites,yakıt,kasa_tipi,motor_hacmi,motor_gücü,çekiş,fiyat
Audi,A3,A3 Sedan 1.6 TDI Dynamic,2018,143000,Yarı Otomatik,Dizel,Sedan,1598,116,Önden Çekiş,800000
Audi,100 Serisi,2.3,1991,310000,Düz,LPG & Benzin,Station wagon,2309,133,Önden Çekiş,86000
Audi,A4,A4 Sedan 2.0 TDI,2013,245500,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,640000
Audi,A6,A6 Sedan 2.0 TDI,2011,285000,Otomatik,Dizel,Sedan,1968,170,Önden Çekiş,520000
Audi,A3,A3 Sportback 1.6 Sportback Ambition,2011,131000,Yarı Otomatik,Benzin,Hatchback/5,1595,102,Önden Çekiş,479000
Audi,A4,A4 Sedan 2.0 TDI Design,2018,74000,Yarı Otomatik,Dizel,Sedan,1968,190,Önden Çekiş,1520000
Audi,A4,A4 Avant 1.8 TFSI,2011,193100,Otomatik,Benzin,Station wagon,1798,160,Önden Çekiş,600000
Audi,A5,A5 Sportback 2.0 TDI Quattro,2013,300000,Yarı Otomatik,Dizel,Hatchback/5,1968,177,4WD (Sürekli),775000
Audi,A4,A4 Sedan 2.0 TDI,2011,336000,Otomatik,Dizel,Sedan,1968,143,Önden Çekiş,450000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,173000,Yarı Otomatik,Dizel,Hatchback/3,1598,105,Önden Çekiş,525000
Audi,A3,A3 Sportback 1.6 Standart,2007,113000,Otomatik,LPG & Benzin,Hatchback/3,1595,102,Önden Çekiş,376500
Audi,A6,A6 Sedan 2.0 TDI,2008,340000,Otomatik,Dizel,Sedan,1968,140,Önden Çekiş,508000
Audi,A3,A3 Sedan 35 TFSI Dynamic,2020,13000,Yarı Otomatik,Benzin,Sedan,1498,150,Önden Çekiş,1049000
Audi,A4,A4 Sedan 1.4 TFSI,2017,98000,Yarı Otomatik,Benzin,Sedan,1395,150,Önden Çekiş,1149900
Audi,A4,A4 Sedan 2.0 TDI,2008,279000,Otomatik,Dizel,Sedan,1968,143,Önden Çekiş,538600
Audi,A3,A3 Sedan 1.6 TDI Ambition,2015,73097,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,799750
Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017,107000,Yarı Otomatik,Dizel,Sedan,1598,116,Önden Çekiş,825000
Audi,A4,A4 Sedan 1.8 TFSI,2011,230000,Otomatik,Benzin,Sedan,1798,160,Önden Çekiş,535000
Audi,A4,A4 Sedan 2.0 TDI,2014,215000,Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,650000
Audi,A6,A6 Sedan 1.8 T,2004,300000,Otomatik,LPG & Benzin,Sedan,1781,150,Önden Çekiş,310000
Audi,A6,A6 Sedan 40 TDI Design,2022,10604,Yarı Otomatik,Dizel,Sedan,1968,204,Önden Çekiş,3345000
Audi,A4,A4 Sedan 2.0 TDI,2007,429000,Otomatik,Dizel,Sedan,1968,140,Önden Çekiş,369000
Audi,A3,A3 Sportback 1.6 TDI Sport Line,2016,65344,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,844000
Audi,A3,A3 Sportback 35 TFSI Design,2019,53872,Yarı Otomatik,Benzin,Hatchback/5,1498,150,Önden Çekiş,1049000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2016,102000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,720000
Audi,A3,A3 Sportback 1.6 Attraction,2011,255000,Düz,LPG & Benzin,Hatchback/5,1500,113,Önden Çekiş,360000
Audi,A6,A6 Sedan 2.0 TDI,2011,417000,Otomatik,Dizel,Sedan,1968,170,Önden Çekiş,635000
Audi,A4,A4 Sedan 2.0 TDI,2014,170000,Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,698000
Audi,A6,A6 Avant 40 TDI Quattro Sport,2022,6340,Yarı Otomatik,Dizel,Station wagon,1968,204,4WD (Sürekli),3725000
Audi,A3,A3 Sportback 1.6 Sportback Attraction,2011,150000,Yarı Otomatik,Benzin,Hatchback/5,1595,102,Önden Çekiş,488000
Audi,A6,A6 Sedan 1.8 T,2003,353730,Otomatik,LPG & Benzin,Sedan,1781,150,Önden Çekiş,310000
Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,126000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,700000
Audi,A5,A5 Sportback 2.0 TFSI Quattro,2010,305000,Yarı Otomatik,Benzin,Hatchback/5,1984,211,4WD (Sürekli),735000
Audi,A4,A4 Sedan 1.6,2004,260000,Düz,LPG & Benzin,Sedan,1595,102,Önden Çekiş,321500
Audi,A3,A3 Sportback 1.4 TFSI Attraction,2012,115000,Yarı Otomatik,Benzin,Hatchback/3,1390,125,Önden Çekiş,378500
Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,175000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,459000
Audi,A4,A4 Sedan 2.0 TDI,2015,238500,Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,845000
Audi,A6,A6 Sedan 2.0 TDI,2013,235000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,1050000
Audi,A6,A6 Sedan 2.0 TDI,2012,369000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,759000
Audi,A3,A3 Sportback 1.6 FSI,2007,204000,Düz,Benzin,Hatchback/5,1595,115,Önden Çekiş,345000
Audi,A4,A4 Sedan 2.0 TDI Dynamic,2017,110000,Yarı Otomatik,Dizel,Sedan,1968,190,Önden Çekiş,1159000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2016,131000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,705000
Audi,A6,A6 Sedan 2.0 TDI,2010,398000,Otomatik,Dizel,Sedan,1968,170,Önden Çekiş,425000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2011,172000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,530000
Audi,A4,A4 Sedan 2.0 TDI Quattro,2014,395000,Yarı Otomatik,Dizel,Sedan,1968,177,4WD (Sürekli),575000
Audi,A4,A4 Sedan 2.0 TDI,2010,251000,Otomatik,Dizel,Sedan,1968,143,Önden Çekiş,590000
Audi,A4,A4 Sedan 2.0 TDI,2014,290532,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,640000
Audi,A3,A3 Cabrio 1.8 TFSI,2013,268564,Düz,Benzin,-,1798,160,Önden Çekiş,786464
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2014,162000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,720000
Audi,A4,A4 Sedan 2.0 TDI,2014,158000,Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,735000
Audi,A3,A3 Sedan 1.6 TDI Design Line,2018,130000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,815000
Audi,A5,A5 Sportback 2.0 TDI,2012,216000,Otomatik,Dizel,Hatchback/5,1968,177,Önden Çekiş,1000000
Audi,A3,A3 Sportback 1.6 TDI Dynamic,2017,66161,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,839950
Audi,A6,A6 Sedan 2.8 Quattro,2001,450000,Otomatik,Benzin,Sedan,2771,193,4WD (Sürekli),235000
Audi,80 Serisi,1.6 D,1986,35000,Düz,Dizel,Sedan,1588,54,Önden Çekiş,95000
Audi,A7,3.0 TDI,2011,223000,Yarı Otomatik,Dizel,Coupe,2967,245,4WD (Sürekli),1470000
Audi,A4,A4 Sedan 2.0 TDI,2013,221000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,750000
Audi,A6,A6 Sedan 2.0 TDI,2015,112000,Yarı Otomatik,Dizel,Sedan,1968,190,Önden Çekiş,1385000
Audi,80 Serisi,1.6 D,1986,35000,Düz,Dizel,Sedan,1588,54,Önden Çekiş,89000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2011,171000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,535000
Audi,A5,A5 Sportback 40 TDI Quattro Design,2019,64000,Yarı Otomatik,Dizel,Hatchback/5,1968,190,4WD (Sürekli),2099000
Audi,A6,A6 Sedan 2.0 TDI,2013,174000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,1274900
Audi,A6,A6 Sedan 40 TDI Sport,2022,6001,Yarı Otomatik,Dizel,Sedan,1900,163,Arkadan İtiş,3450000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,317000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,375000
Audi,A4,A4 Sedan 2.0 TDI,2010,296000,Otomatik,Dizel,Sedan,1968,143,Önden Çekiş,425000
Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017,39780,Yarı Otomatik,Dizel,Sedan,1598,116,Önden Çekiş,905000
Audi,A4,A4 Sedan 45 TFSI Quattro S Line,2020,69000,Yarı Otomatik,Benzin,Sedan,1984,245,4WD (Sürekli),1885000
Audi,A6,A6 Sedan 2.0 TDI,2006,330000,Düz,Dizel,Sedan,1968,140,Önden Çekiş,337500
Audi,A3,A3 Sportback 1.4 TFSI Ambition,2008,225000,Düz,Benzin,Hatchback/5,1390,125,Önden Çekiş,335000
Audi,A4,A4 Sedan 2.0 TDI,2007,305000,Otomatik,Dizel,Sedan,1968,140,Önden Çekiş,325000
Audi,A8,3.0 TDI Quattro Long,2008,171000,Otomatik,Dizel,Sedan,2967,233,4WD (Sürekli),1220000
Audi,A4,A4 Avant 2.0 TDI,2014,205000,Otomatik,Dizel,Station wagon,1968,177,Önden Çekiş,788000
Audi,A6,A6 Sedan 2.0 TDI,2013,169000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,999000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2011,185000,Yarı Otomatik,Dizel,Hatchback/3,1598,105,Önden Çekiş,427500
Audi,A6,A6 Sedan 2.0 TDI,2012,270000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,1150000
Audi,A3,A3 Sportback 1.6 TDI Ambition,2015,144500,Yarı Otomatik,Dizel,Hatchback/3,1598,110,Önden Çekiş,837500
Audi,A6,A6 Sedan 2.0 TDI Quattro,2015,89000,Yarı Otomatik,Dizel,Sedan,1968,190,4WD (Sürekli),1790000
Audi,A5,A5 Sportback 2.0 TDI Quattro,2018,80000,Yarı Otomatik,Dizel,Hatchback/5,1968,190,4WD (Sürekli),2000000
Audi,A3,A3 Sportback 1.6 TDI Ambition,2014,132000,Yarı Otomatik,Dizel,Hatchback/3,1598,110,Önden Çekiş,695000
Audi,A4,A4 Sedan 1.6,1997,304000,Düz,LPG & Benzin,Sedan,1595,101,Önden Çekiş,184000
Audi,A6,A6 Sedan 2.0 TDI,2012,295000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,780000
Audi,A5,A5 Sportback 1.4 TFSI,2018,57000,Yarı Otomatik,Benzin,Hatchback/5,1395,150,Önden Çekiş,1700000
Audi,A6,A6 Sedan 2.0 TDI,2013,125000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,1298000
Audi,A6,A6 Sedan 2.0 TDI,2013,240000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,1035000
Audi,A3,A3 Sportback 1.6 Sportback Standart,2008,157500,Otomatik,Benzin,Hatchback/5,1595,102,Önden Çekiş,445000
Audi,A3,A3 Sedan 1.6 TDI Ambition,2015,136000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,673000
Audi,A4,A4 Sedan 1.8 T,2000,442000,Otomatik,LPG & Benzin,Sedan,1781,150,Önden Çekiş,220000
Audi,A4,A4 Sedan 1.8,1998,285000,Düz,LPG & Benzin,Sedan,1781,125,Önden Çekiş,220000
Audi,A6,A6 Sedan 2.0 TDI,2008,415000,Düz,Dizel,Sedan,1968,140,Önden Çekiş,455000
Audi,A3,A3 Sportback 30 TFSI Design,2021,17000,Yarı Otomatik,Benzin,Hatchback/5,999,116,Önden Çekiş,1250000
Audi,A5,A5 Sportback 2.0 TDI Quattro,2013,247500,Yarı Otomatik,Dizel,Hatchback/5,1968,177,4WD (Sürekli),1100000
Audi,A5,A5 Sportback 1.4 TFSI,2018,4700,Yarı Otomatik,Benzin,Hatchback/5,1395,150,Önden Çekiş,1915000
Audi,A4,A4 Sedan 2.0 TDI,2014,195000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,750000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2014,164000,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,599750
Audi,A6,A6 Sedan 2.0 TDI,2011,241000,Otomatik,Dizel,Sedan,1998,177,Önden Çekiş,607000
Audi,A4,A4 Sedan 1.4 TFSI,2017,149000,Yarı Otomatik,Benzin,Sedan,1395,150,Önden Çekiş,1145000
Audi,A3,A3 Sportback 1.4 TFSI Attraction,2013,151000,Yarı Otomatik,Benzin,Hatchback/5,1390,125,Önden Çekiş,570000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2013,214000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,555000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2013,157000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,640000
Audi,A6,A6 Sedan 2.0 TDI,2012,141000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,1110000
Audi,A3,A3 Sportback 1.6 FSI,2007,213000,Düz,Benzin,Hatchback/5,1595,115,Önden Çekiş,304000
Audi,A6,A6 Sedan 2.0 TDI,2012,438000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,790000
Audi,A4,A4 Sedan 2.0 TDI,2014,325000,Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,617750
Audi,A6,A6 Sedan 2.0 TDI,2008,285000,Otomatik,Dizel,Sedan,1968,136,Önden Çekiş,575000
Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016,209000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,607000
Audi,A4,A4 Sedan 2.0 TDI,2010,288000,Düz,Dizel,Sedan,1968,143,Önden Çekiş,500000
Audi,A4,A4 Sedan 2.0 TDI,2007,455000,Otomatik,Dizel,Sedan,1968,140,Önden Çekiş,285000
Audi,A6,A6 Sedan 2.0 TDI,2010,330000,Otomatik,Dizel,Sedan,1968,170,Önden Çekiş,592800
Audi,A6,A6 Sedan 2.0 TDI,2012,200000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,955500
Audi,A5,A5 Sportback 1.4 TFSI,2017,24300,Yarı Otomatik,Benzin,Hatchback/5,1395,150,Önden Çekiş,1650000
Audi,A6,A6 Sedan 2.0 TDI,2012,265000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,925000
Audi,A4,A4 Sedan 1.8 TFSI,2010,196000,Otomatik,Benzin,Hatchback/5,1798,120,Önden Çekiş,550000
Audi,A3,A3 Sportback 1.6 FSI,2006,182000,Düz,Benzin,Hatchback/3,1595,115,Önden Çekiş,295000
Audi,A5,A5 Sportback 2.0 TDI,2013,250000,Otomatik,Dizel,Hatchback/5,1968,177,Önden Çekiş,850000
Audi,A3,A3 Sportback 1.6 Ambiente,2000,335000,Otomatik,LPG & Benzin,Hatchback/5,1595,101,Önden Çekiş,227000
Audi,TT,2.0 TFSI S,2008,169000,Düz,Benzin,Coupe,1984,272,Önden Çekiş,750000
Audi,A3,A3 Sedan 35 TFSI Dynamic,2019,40215,Yarı Otomatik,Benzin,Sedan,1498,150,Önden Çekiş,1039900
Audi,A3,A3 Sportback 1.4 TFSI Ambition,2008,180000,Yarı Otomatik,Benzin,Hatchback/3,1390,125,Önden Çekiş,429500
Audi,A6,A6 Sedan 2.7 TDI,2007,319000,Otomatik,Dizel,Sedan,2698,180,Önden Çekiş,399500
Audi,A4,A4 Allroad Quattro 2.0 TDI,2015,216000,Yarı Otomatik,Dizel,Station wagon,1968,177,4WD (Sürekli),950000
Audi,A6,A6 Sedan 3.2 FSI Quattro,2005,115000,Otomatik,Benzin,Sedan,3123,255,4WD (Sürekli),550000
Audi,A4,A4 Sedan 2.0 TDI,2013,249000,Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,620000
Audi,A3,A3 Sedan 1.6 TDI Attraction,2016,165000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,570000
Audi,A3,A3 Sportback 35 TFSI Design,2020,39500,Yarı Otomatik,Benzin,Hatchback/5,1498,150,Önden Çekiş,950000
Audi,A4,A4 Avant 2.0 TDI Quattro Design,2016,170796,Yarı Otomatik,Dizel,Station wagon,1968,190,4WD (Sürekli),1030000
Audi,A4,A4 Sedan 2.0 TDI,2012,69000,Otomatik,Dizel,Sedan,1968,143,Önden Çekiş,700000
Audi,A1,1.4 TFSI Attraction,2012,211000,Yarı Otomatik,Benzin,Hatchback/3,1390,185,Önden Çekiş,355000
Audi,A6,A6 Sedan 2.0 TDI Quattro,2018,33000,Yarı Otomatik,Dizel,Sedan,1968,190,4WD (Sürekli),2275000
Audi,A3,A3 Sportback 1.6 TDI Ambiente,2012,277000,Yarı Otomatik,Dizel,Hatchback/3,1598,105,Önden Çekiş,427000
Audi,A6,A6 Sedan 3.0 TDI Quattro,2006,318000,Otomatik,Dizel,Sedan,2967,233,4WD (Sürekli),440000
Audi,A3,A3 Sportback 1.5 TFSI,2020,31000,Yarı Otomatik,Benzin,Hatchback/5,1498,150,Önden Çekiş,985000
Audi,S,S3 2.0 TFSI Quattro,2022,7000,Yarı Otomatik,Benzin,Hatchback/5,1984,310,4WD (Sürekli),2975000
Audi,A3,A3 Sedan 1.6 TDI Attraction,2013,185000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,650000
Audi,A8,3.0 TDI Quattro Long,2013,393000,Otomatik,Dizel,Sedan,2967,250,4WD (Sürekli),2430000
Audi,A6,A6 Sedan 40 TDI Quattro Sport,2022,7000,Yarı Otomatik,Dizel,Sedan,1968,204,4WD (Sürekli),3750000
Audi,A4,A4 Sedan 1.4 TFSI,2016,156000,Yarı Otomatik,Benzin,Sedan,1395,150,Önden Çekiş,955000
Audi,A1,1.6 TDI Sportback Attraction,2013,95000,Yarı Otomatik,Dizel,Hatchback/5,1598,90,Önden Çekiş,445000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2015,224500,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,617500
Audi,A4,A4 Sedan 2.0 TDI Dynamic,2017,98000,Yarı Otomatik,Dizel,Sedan,1968,190,Önden Çekiş,1375000
Audi,A4,A4 Sedan 1.4 TFSI,2017,147000,Yarı Otomatik,Benzin,Sedan,1395,150,Önden Çekiş,1195000
Audi,A8,3.0 TDI Quattro Long,2011,355000,Otomatik,Dizel,Sedan,2967,250,4WD (Sürekli),1675000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2014,155000,Yarı Otomatik,Dizel,Hatchback/3,1598,110,Önden Çekiş,630000
Audi,A4,A4 Sedan 1.9 TDI,2004,314000,Düz,Dizel,Sedan,1896,130,Önden Çekiş,235000
Audi,S,S8 4.0 TFSI Quattro,2022,6666,Otomatik,Benzin,Sedan,3996,571,4WD (Sürekli),14000000
Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,194000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,600000
Audi,A7,3.0 TDI,2017,67000,Yarı Otomatik,Dizel,Coupe,3250,288,4WD (Sürekli),2730000
Audi,A6,A6 Sedan 2.0 TDI,2008,391000,Otomatik,Dizel,Sedan,1968,140,Önden Çekiş,469500
Audi,A3,A3 Sedan 1.6 TDI Attraction,2014,204000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,535000
Audi,A6,A6 Sedan 2.0 TDI,2014,165000,Yarı Otomatik,Dizel,Sedan,1968,190,Önden Çekiş,1750000
Audi,A4,A4 Sedan 2.0 TDI Quattro,2013,83000,Yarı Otomatik,Dizel,Sedan,1968,177,4WD (Sürekli),899999
Audi,A3,A3 Sportback 1.6 Attraction,2011,160000,Otomatik,LPG & Benzin,Hatchback/5,1595,102,Önden Çekiş,485000
Audi,A4,A4 Avant 2.0 TDI,2006,380000,Düz,Dizel,Station wagon,1968,140,Önden Çekiş,350000
Audi,A6,A6 Sedan 2.0 TDI,2008,332000,Otomatik,Dizel,Sedan,1968,140,Önden Çekiş,445000
Audi,A3,A3 Sportback 1.4 TFSI Ambiente,2016,64487,Yarı Otomatik,Benzin,Hatchback/5,1395,150,Önden Çekiş,775000
Audi,A4,A4 Sedan 2.0 TDI,2006,428000,Otomatik,Dizel,Sedan,1968,140,Önden Çekiş,320000
Audi,A3,A3 Sportback 1.4 TFSI Attraction,2008,182000,Düz,LPG & Benzin,Hatchback/5,1390,125,Önden Çekiş,375000
Audi,A4,A4 Sedan 1.4 TFSI,2016,88808,Yarı Otomatik,Benzin,Sedan,1395,150,Önden Çekiş,869750
Audi,A4,A4 Sedan 2.0 TDI,2012,189000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,459000
Audi,A3,A3 Sportback 1.8 TFSI Ambition,2009,197000,Düz,Benzin,Hatchback/5,1798,160,Önden Çekiş,385000
Audi,A4,A4 Sedan 2.0 TDI,2014,260000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,765000
Audi,A4,A4 Sedan 1.8 TFSI,2010,209000,Otomatik,Benzin,Sedan,1798,120,Önden Çekiş,475000
Audi,A4,A4 Sedan 2.0 TDI Quattro,2014,212000,Yarı Otomatik,Dizel,Sedan,1968,177,4WD (Sürekli),850000
Audi,A4,A4 Sedan 2.0 TDI,2008,340000,Otomatik,Dizel,Sedan,1968,143,Önden Çekiş,450900
Audi,A3,A3 Sportback 1.6 FSI,2007,294000,Düz,Benzin,Hatchback/3,1595,115,Önden Çekiş,260000
Audi,A3,A3 Sportback 1.6 Sportback Attraction,2010,131000,Düz,Benzin,Hatchback/5,1595,102,Önden Çekiş,400000
Audi,A3,A3 Sportback 1.6 TDI Sport Line,2017,107000,Yarı Otomatik,Dizel,Hatchback/5,1598,116,Önden Çekiş,900000
Audi,A6,A6 Sedan 2.0 TDI,2013,347000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,900000
Audi,A6,A6 Sedan 2.0 TDI,2015,197000,Yarı Otomatik,Dizel,Sedan,1968,190,Önden Çekiş,1350000
Audi,A3,A3 Sportback 35 TFSI Advanced,2022,19650,Yarı Otomatik,Hibrit,Hatchback/5,1498,150,Önden Çekiş,1285000
Audi,A3,A3 Sportback 1.6 Attraction,2011,68000,Yarı Otomatik,Benzin,Hatchback/3,1595,102,Önden Çekiş,570000
Audi,A4,A4 Sedan 1.6,2005,226000,Düz,LPG & Benzin,Sedan,1595,102,Önden Çekiş,300000
Audi,A4,A4 Sedan 1.4 TFSI,2018,53000,Yarı Otomatik,Benzin,Sedan,1395,150,Önden Çekiş,1265000
Audi,A4,A4 Avant 2.0 TDI,2014,192500,Otomatik,Dizel,Station wagon,1900,188,4WD (Sürekli),996000
Audi,A3,A3 Sportback 1.6 Attraction,2010,265000,Düz,LPG & Benzin,Hatchback/3,1595,102,Önden Çekiş,310000
Audi,A6,A6 Sedan 2.0 TDI,2014,125000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,1390000
Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,147000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,467000
Audi,A3,A3 Sportback 1.6 Ambition,2005,275000,Otomatik,LPG & Benzin,Hatchback/3,1595,102,Önden Çekiş,265000
Audi,A6,A6 Sedan 2.0 TDI,2010,315000,Düz,Dizel,Sedan,1968,170,Önden Çekiş,540000
Audi,A3,A3 Sportback 1.6 Attraction,2011,118500,Yarı Otomatik,Benzin,Hatchback/3,1595,102,Önden Çekiş,510990
Audi,A5,A5 Coupe 2.0 TFSI Quattro Sport,2018,68500,Yarı Otomatik,Benzin,Coupe,1984,252,4WD (Sürekli),2155000
Audi,A6,A6 Sedan 2.0 TDI Quattro,2016,92000,Yarı Otomatik,Dizel,Sedan,1968,190,4WD (Sürekli),1780000
Audi,A8,3.0 TDI Quattro Long,2015,140000,Otomatik,Dizel,Sedan,2967,250,4WD (Sürekli),2700000
Audi,A3,A3 Sedan 35 TFSI Advanced,2021,48400,Yarı Otomatik,Benzin,Sedan,1498,150,Önden Çekiş,1196000
Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,119500,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,688950
Audi,A5,A5 Sportback 2.0 TDI,2012,225000,Otomatik,Dizel,Hatchback/5,1968,177,Önden Çekiş,715000
Audi,A4,A4 Sedan 2.0 TDI,2009,220000,Otomatik,Dizel,Sedan,1968,143,Önden Çekiş,600000
Audi,A5,A5 Sportback 2.0 TFSI Quattro Design,2017,172000,Yarı Otomatik,Dizel,Hatchback/5,1900,188,4WD (Sürekli),1620000
Audi,A3,A3 Sportback 1.6 Attraction,2004,326000,Düz,LPG & Benzin,Hatchback/3,1595,102,Önden Çekiş,227000
Audi,A3,A3 Sedan 1.4 TFSI Dynamic,2020,37000,Yarı Otomatik,Benzin,Sedan,1395,150,Önden Çekiş,1052750
Audi,A4,A4 Sedan 1.9 TDI,2001,321000,Otomatik,Dizel,Sedan,1896,110,Önden Çekiş,211000
Audi,A3,A3 Sportback 1.4 TFSI,2009,229000,Yarı Otomatik,LPG & Benzin,Hatchback/5,1390,125,Önden Çekiş,459900
Audi,A6,A6 Sedan 2.0 TDI,2013,299000,Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,835000
Audi,A3,A3 Sportback 1.6 TDI Ambiente,2015,105000,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,740000
Audi,A4,A4 Sedan 1.6,2004,298000,Düz,LPG & Benzin,Sedan,1595,102,Önden Çekiş,235000
Audi,A3,A3 Sportback 1.6 Attraction,2012,98200,Düz,LPG & Benzin,Hatchback/3,1595,102,Önden Çekiş,495000
Audi,A6,A6 Sedan 3.0 TDI Quattro,2005,356000,Otomatik,Dizel,Sedan,2967,233,4WD (Sürekli),365000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2015,126000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,780000
Audi,A5,A5 Sportback 2.0 TDI Quattro,2015,124000,Yarı Otomatik,Dizel,Hatchback/5,1968,177,4WD (Sürekli),1280000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2014,73000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,749000
Audi,A4,A4 Sedan 2.0 TDI,2013,230000,Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,765000
Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,94000,Yarı Otomatik,Benzin,Sedan,1984,252,4WD (Sürekli),1800000
Audi,A4,A4 Sedan 1.8 TFSI,2010,249000,Otomatik,Benzin,Sedan,1798,120,Önden Çekiş,478000
Audi,A3,A3 Sportback 1.6 Ambiente,2004,268000,Otomatik,LPG & Benzin,Hatchback/3,1595,102,Önden Çekiş,277000
Audi,A6,A6 Sedan 2.0 TDI,2011,195000,Otomatik,Dizel,Sedan,1968,170,Önden Çekiş,710000
Audi,A4,A4 Sedan 1.8 T,2004,260000,Otomatik,LPG & Benzin,Sedan,1781,163,Önden Çekiş,285000
Audi,A4,A4 Sedan 1.6,2003,415000,Düz,LPG & Benzin,Sedan,1595,102,Önden Çekiş,265000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,2016,28000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,825000
Audi,A3,A3 Sedan 1.6 TDI S Line,2014,135000,Yarı Otomatik,Dizel,Sedan,1598,110,Önden Çekiş,810000
